State,Industry_Type,Year,Industrial_Output_Crore,Employment_Lakh,Investment_Crore,Factories_Count,Pollution_Index,Electricity_Consumption_GWh,Export_Crore
Telangana,Automobile,2020,17073,19.86,4400,2368,33.73,16663,14358
Odisha,Chemical,2017,,89.78,21999,5155,76.77,15462,
Odisha,Electronics,2022,5039,73.36,8744,9550,41.32,1593,11961
Jharkhand,Energy,2023,42858,57.22,23901,6334,66.05,5354,811
West Bengal,Chemical,2019,36235,33.17,nan,8894,39.21,4906,10634
Uttar Pradesh,Automobile,2019,23370,25.99,6741,5549,22.54,10661,12502
Uttarakhand,Mining,2020,28949,26.65,13569,9548,33.96,18019,2869
Uttar Pradesh,Mining,2022,42592,51.19,4583,3398,43.33,7330,7170
Odisha,Chemical,2022,25134,81.78,6773,4752,78.11,13348,5767
Rajasthan,Steel,2019,43633,95.05,23928,7408,79.36,1484,23863
Madhya Pradesh,Pharmaceutical,2017,23342,94.69,13127,361,74.94,7468,23649
Karnataka,IT,2017,5667,44.89,2823,275,15.85,5056,19970
nan,Textile,2020,6749,8.25,24143,698,32.97,12802,7080
Odisha,Textile,2016,9216,38.43,11798,5942,32.48,18125,5808
Haryana,Energy,2023,2910,65.28,22158,5200,67.36,647,21217
Punjab,Pharmaceutical,2022,31937,32.12,28367,658,26.34,855,6939
Telangana,Energy,2022,48355,74.65,8983,7096,15.68,9403,24696
Bihar,Food Processing,2021,44789,69.61,26219,1494,57.51,9767,16789
Telangana,Pharmaceutical,2017,2013,60.85,17881,7586,39.83,1155,10305
Karnataka,Electronics,2020,21484,2.98,29913,8072,86.22,5827,13947
Karnataka,Steel,2019,5334,45.34,25383,3018,62.23,10576,932
Maharashtra,Energy,2022,1375,87.55,10250,6331,,14427,20019
Uttarakhand,Steel,2017,27008,58.72,Unknown,952,69.84,8479,19961
Odisha,Chemical,2021,16993,30.93,22381,6798,47.55,6594,3756
Uttarakhand,Pharmaceutical,2025,28743,21.36,2519,6811,60.06,5831,13986
Tamil Nadu,Textile,2016,33128,65.32,21728,4674,61.16,13046,10998
Odisha,Mining,2021,22171,78.79,28771,1115,61.87,17245,22989
Assam,Textile,2016,40836,53.67,29756,8202,29.16,5607,11482
Tamil Nadu,Mining,2022,20621,93.54,18431,101,18.72,18739,21622
Madhya Pradesh,Textile,2017,44985,29.02,13206,263,77.34,,3062
Haryana,IT,2021,23692,,25529,9916,15.04,2185,1978
Telangana,Automobile,2020,39317,53.26,2781,7651,29.96,7005,16654
Karnataka,Pharmaceutical,2018,18617,54.13,21421,2128,15.37,,12919
Bihar,Food Processing,2023,41666,55.27,21143,7689,28.98,14015,13188
Punjab,Mining,2024,17676,80.73,24304,6255,30.9,15929,1637
Telangana,Steel,2019,2839,90.67,11117,8696,18.72,18054,6848
Andhra Pradesh,IT,2019,14671,13.89,26160,9133,74.24,15149,4251
Bihar,Pharmaceutical,2021,44259,71.64,10550,3470,17.28,15390,9121
Uttar Pradesh,Automobile,2015,21277,61.82,25479,8846,94.79,8557,21126
Kerala,Steel,2015,24022,96.42,22176,7420,83.49,18443,13781
Jharkhand,Mining,2023,10379,80.32,4248,8279,35.59,19575,1510
West Bengal,Automobile,2022,17019,89.11,25041,666,15.71,2837,13193
Gujarat,Electronics,2021,22629,24.09,10286,6501,22.29,6012,9854
Rajasthan,Textile,2019,37629,,128,4551,33.79,1097,
Maharashtra,Pharmaceutical,2024,22150,70.88,29409,3536,45.48,14898,8382
Gujarat,Food Processing,,31198,48.64,20125,6205,29.78,7316,13398
Jharkhand,Energy,2021,8299,81.04,26886,121,93.19,9062,9257
Bihar,Textile,2018,35885,62.77,8711,9230,21.5,18073,10624
Karnataka,Automobile,2021,16191,78.27,23898,284,34.15,12772,3497
Chhattisgarh,Automobile,2019,19910,16.9,6284,1232,44.51,5815,8268
Bihar,Electronics,2015,6383,8.1,3814,587,90.33,3283,20398
Odisha,Textile,2017,25113,54.45,24265,544,34.07,4106,24499
Rajasthan ,Electronics,2022,33983,17.36,11073,5575,18.64,8089,3864
Uttarakhand,Textile,2017,7785,79.72,25747,7795,62.17,17134,
Gujarat,Electronics,2023,35870,13.29,7253,3602,60.97,111,4304
Tamil Nadu,Electronics,2024,11721,18.73,7632,8014,68.19,1125,24934
Punjab,Automobile,2016,30493,80.98,13808,9833,73.35,13719,5248
Haryana,Energy,2016,29348,40.51,13317,7509,33.16,3868,661
Bihar,Steel,2020,46354,48.2,11481,9470,38.4,2190,10168
Andhra Pradesh,Energy,2016,32746,60.62,26280,1205,94.36,1924,12246
West Bengal,Automobile,2023,29895,59.83,7763,9340,73.09,14530,20591
Gujarat,Food Processing,2023,6159,97.98,19759,5251,49.77,14826,15599
Andhra Pradesh,Mining,2024,19231,82.68,23049,1027,50.11,5563,10909
Assam ,Textile,2023,49294,44.74,nan,5641,16.57,,12940
Tamil Nadu,IT,2017,49779,83.34,18206,6196,75.08,6385,16638
Chhattisgarh,Energy,2018,40177,32.88,2417,1653,70.82,17841,10426
Chhattisgarh,Automobile,2019,17401,57.03,18598,4926,88.65,11530,15360
West Bengal,Food Processing,2016,34577,5.35,17722,2278,21.25,10431,21968
Odisha,Pharmaceutical,2022,15354,74.97,14131,3523,62.43,3147,7203
West Bengal,Steel,2021,25110,48.62,19483,6130,83.82,2128,5094
Bihar,Steel,2023,28438,88.09,2339,2160,26.72,13990,22147
Uttar Pradesh,IT,2016,15942,74.34,4459,4523,87.97,1850,7872
Tamil Nadu,Electronics,2020,3015,88.99,25248,5919,68.52,8146,13268
Haryana,Mining,2018,13628,82.44,2811,2962,23.42,8609,7101
Uttarakhand,Chemical,2021,35878,9,22697,2356,74.05,3192,13231
Jharkhand,Electronics,2018,26838,25.88,11583,9363,29.03,738,
Madhya Pradesh,Textile,2022,10288,97.37,6655,3275,22.8,3376,10969
Uttarakhand,Automobile,2016,2235,90.68,4935,668,40.92,14699,10768
West Bengal,Energy,2015,4693,36.24,20040,5740,71.17,13638,403
Uttar Pradesh,IT,2023,35565,78.73,23507,5175,54.31,9001,15486
Andhra Pradesh,Steel,2024,24072,4.45,1196,2331,14.04,10975,193
nan,IT,2020,23881,81.49,16282,2945,60.49,13305,21732
Tamil Nadu,Textile,2023,10150,14.18,8235,4455,46.08,6186,19187
Telangana,Automobile,2018,35107,1.38,21311,167,32.23,19987,4722
Andhra Pradesh ,Automobile,2025,9799,93.63,23579,654,61.62,681,9179
Bihar,Food Processing,2020,13278,23.32,20737,751,29.87,18821,24157
Jharkhand,Energy,2015,25175,14.29,25727,1685,66.41,3916,
Jharkhand,Chemical,2022,22297,18.28,26133,342,86.18,9891,
Bihar,Textile,2019,29114,41.83,11249,8451,76.04,102,19567
Goa,IT,2023,35123,43.53,Unknown,3451,88.04,2097,20048
West Bengal,Pharmaceutical,2021,3940,56.15,28150,7610,83.97,1362,1146
Karnataka,Pharmaceutical,2024,22154,19.53,20003,438,77.91,5259,17947
Haryana,Textile,2024,20815,,20063,3708,94.5,18658,4100
nan,Textile,2023,1614,2.48,Unknown,5884,64.29,11945,23607
Haryana,Textile,2015,4117,2.32,1844,5408,24.21,14418,18512
Madhya Pradesh,Energy,2015,26807,70.38,21353,1493,59.13,19255,4930
Chhattisgarh,Steel,2021,21713,89.85,3928,9511,92.11,754,3491
Madhya Pradesh,Electronics,2021,24602,,nan,9824,82.77,4689,1825
Haryana,IT,2015,46927,71.46,188,9312,64.42,18981,11167
Kerala,Chemical,2022,42129,85.98,10537,3281,10.01,2194,23305
Odisha,Mining,2022,21788,79.45,10902,3261,44.87,14144,1182
Madhya Pradesh,IT,2015,45745,89.88,25410,4794,21.25,9629,20346
Punjab,Energy,2024,7486,1.57,20377,9957,64.16,7748,
Uttar Pradesh,Electronics,2018,38794,36.62,23778,4395,12.16,5446,1983
Bihar,IT,2023,42475,18.51,8784,3951,30.92,10261,10186
West Bengal ,Mining,2023,2164,1.7,16263,9525,64.83,18405,20507
nan,Pharmaceutical,2023,49882,75.8,22358,7589,38.58,17479,20858
Assam,Steel,2017,7718,85.38,7397,1746,90.9,16364,15017
West Bengal,Food Processing,2018,48633,36.88,25321,5730,55.22,16307,20786
Rajasthan,IT,2018,46828,41.15,21069,6706,49.71,10285,705
Kerala,IT,2020,7434,49.16,27900,2209,47.23,3159,15190
Punjab,Pharmaceutical,,1871,13.69,12350,3645,23.99,2937,5895
Rajasthan,Automobile,2024,10871,9.53,nan,8570,60.79,6422,15299
Chhattisgarh,Textile,2021,4013,39.29,6176,5620,78.51,3678,3996
Gujarat,Pharmaceutical,2016,11578,75.02,15498,3564,72.08,16997,9666
Bihar,Chemical,2023,41249,63.42,14998,4575,33.35,9233,21233
Uttar Pradesh,Food Processing,2019,12709,46.55,29593,3166,13.79,16704,14683
Assam,Pharmaceutical,2017,46594,67.2,23829,3198,78.91,16495,1494
Punjab,Pharmaceutical,2025,30157,87.14,6312,4838,67.4,19330,4811
Jharkhand,Mining,2021,8788,77.81,13770,692,58.6,552,7162
West Bengal,Mining,2024,7318,90.25,2921,9918,86.03,19314,17595
Kerala,Electronics,2015,13271,89.3,27766,9797,44.64,18962,20070
Odisha,Mining,2024,17042,52.28,25954,4696,10.78,10293,9749
Bihar,Textile,2022,23513,54.37,7477,589,,2907,16710
Jharkhand,Mining,2020,13981,93.5,22784,7484,33.3,10911,9054
Rajasthan,Chemical,2020,38026,80.08,9719,2142,37.38,13944,4317
West Bengal ,Pharmaceutical,2022,29649,73.7,2705,7573,11.84,19196,4534
Rajasthan,Pharmaceutical,2023,,83.91,7946,1661,75.33,16793,3847
Tamil Nadu,Textile,2021,32581,17.82,21726,5967,39.99,9464,11655
Kerala,Automobile,2024,15245,,1373,1952,85.05,1918,19553
Gujarat,Textile,2017,11052,51.54,nan,2178,55.17,9879,16818
Uttar Pradesh,Chemical,2021,33885,5.88,25545,7615,50.18,16028,16786
Chhattisgarh,IT,,11434,26.08,26959,3815,90.44,12117,14692
Bihar,IT,2020,5989,94.48,7417,5198,55.24,,2639
Madhya Pradesh,Chemical,2019,32700,46.24,7327,6913,49.68,19908,20572
Kerala,Textile,2025,,55.35,Unknown,2660,12.09,15278,17433
West Bengal,Food Processing,2015,,28.49,11339,186,65.57,7151,17971
Maharashtra,Food Processing,2020,29676,38.73,nan,1933,43.11,16443,5749
Tamil Nadu,Chemical,2017,13374,28.66,13616,7074,91.93,6350,10802
West Bengal,Energy,2019,23172,31.84,7468,9072,69.07,10511,18033
Tamil Nadu,Mining,2021,1294,12.65,18701,9420,79.44,15273,8625
Madhya Pradesh,Textile,2015,16785,29.22,10534,9231,34.88,4673,3122
Chhattisgarh,IT,2021,33963,72.97,2398,3147,32.08,8795,3802
Kerala,Textile,2017,19869,9.44,14528,2736,24.16,13662,285
Maharashtra,Food Processing,2020,29545,17.26,6595,2847,53.78,11833,481
West Bengal,Mining,2018,33356,19.17,159,,24.22,15326,22471
Tamil Nadu,Food Processing,2023,47903,58.89,18922,1154,84.87,17613,1925
nan,Pharmaceutical,2021,38743,77.53,nan,3662,12.09,6692,7002
Jharkhand,,2025,10021,49.24,7934,7929,71.67,3818,10378
Gujarat,Textile,2016,15640,17.49,nan,7908,65.76,12316,16470
Uttar Pradesh,Mining,2015,44839,58.25,11093,5215,35.41,2997,19627
Kerala,IT,2020,12378,74.37,26647,1528,21.24,4183,13987
Uttar Pradesh,IT,2020,33227,28.29,24383,9285,23.39,19067,22200
Kerala,Steel,2022,26332,7.43,27797,4038,56.75,10431,7868
Haryana,Pharmaceutical,2022,38257,66.29,7668,7303,25.97,6820,12941
Jharkhand,Mining,2017,38189,81.39,13034,5540,79.16,9613,12571
Odisha,Pharmaceutical,2020,15412,20.17,14772,8682,70.95,1309,24872
West Bengal,Electronics,2023,46705,29.78,3418,6658,77,12355,924
West Bengal,,2023,33575,60.45,8693,,,7554,22429
Jharkhand,Automobile,2016,9187,50.22,4346,8985,58.07,6859,22018
Punjab,Electronics,2017,33590,78.49,12768,3914,25.19,5335,16656
Andhra Pradesh,Textile,2024,8524,41.57,22831,8974,84.85,15009,8929
Goa,IT,2020,35207,13.42,24714,7977,65.86,16923,
Rajasthan,Automobile,2018,22580,60.71,8580,1841,13.03,13497,6279
West Bengal,Electronics,2024,18981,79.5,20474,4959,60.51,6188,20010
Uttar Pradesh,Mining,2025,41972,49.32,24356,,42.23,5314,5962
Jharkhand,Steel,2018,9669,,Unknown,3612,84.6,13725,23474
Uttar Pradesh,Electronics,2016,3416,17.53,12387,,52.24,19121,1670
Rajasthan,IT,2016,34150,55.38,14404,6162,77.83,15749,9916
Rajasthan,Chemical,2017,6784,69.66,28706,7100,24.9,7765,4186
Tamil Nadu,Chemical,2023,41831,20.65,7480,1378,88.25,18143,22397
Chhattisgarh,Electronics,2016,48768,69.52,16339,2528,13.65,2261,7370
Bihar,Food Processing,2023,38119,17.2,2613,3535,16.47,19058,22999
Assam,Textile,2022,8923,73.47,19769,6875,66.73,8040,15571
Rajasthan,Food Processing,2017,42500,46.32,14309,2478,16.14,1241,10190
Tamil Nadu,Food Processing,2024,7039,42.24,23925,1896,61.22,5406,24953
Uttarakhand,Electronics,2020,30817,78.76,7121,9686,30.79,5849,5729
Uttar Pradesh,IT,2025,46779,42.58,18899,946,90.82,16969,22446
Haryana,Mining,2020,,4.49,24271,7095,43.5,13444,3476
Uttar Pradesh,Textile,,45490,62.05,12777,6685,15.05,19268,5895
Madhya Pradesh,Food Processing,2017,25712,50.23,3433,4978,78.52,11233,7996
Uttarakhand,Steel,2019,14893,43.61,7112,385,82.25,19482,6088
Karnataka,Automobile,2023,35453,30.37,22280,5885,77.95,123,16231
Telangana,Textile,2024,36686,47.44,11035,1617,39.19,2350,24343
Punjab,Electronics,2023,5031,26.86,14032,312,89.22,14019,19315
Uttar Pradesh,Pharmaceutical,2022,45451,80.01,20363,9674,23.78,13106,16790
Jharkhand,Pharmaceutical,2018,8804,19.29,nan,52,92.15,4798,16733
Punjab,Food Processing,2020,17371,63.8,23785,1334,57.57,141,18581
Gujarat,Chemical,2025,17410,53.76,13334,7484,56.01,6113,2839
Telangana,Chemical,2016,21758,51.05,19780,8476,40.47,11082,4237
Chhattisgarh,Automobile,2018,24181,32.3,11896,2554,82.22,13077,17396
Bihar,Automobile,2018,16304,74.75,6982,9010,78.95,4311,3934
Rajasthan,IT,2020,27854,50.5,3376,6805,84.39,11892,16268
Telangana,Pharmaceutical,2015,26212,50.07,16900,,72,17594,10059
Odisha,Textile,2020,3155,85.75,27930,9122,73.35,17764,14714
Maharashtra,Electronics,2019,43003,60.5,8565,9576,14.76,14050,17754
Rajasthan,Steel,2023,48606,20.91,7682,809,72.28,11075,
Odisha,Pharmaceutical,2015,19316,16.78,22383,4000,55.6,2058,20072
Kerala,,2023,13259,12.6,nan,1787,11.27,18206,3600
Bihar,Food Processing,2022,39951,34.99,9567,4788,,14044,6240
Karnataka,,2016,35287,23.03,20455,5549,93.59,14062,7681
Maharashtra,Food Processing,2015,16103,18.78,17762,6447,42.28,14718,11710
Jharkhand,Food Processing,2018,5850,7.07,nan,4874,49.45,19786,20401
Chhattisgarh,IT,2021,41713,78.2,29347,1609,89.05,15177,4253
Punjab,IT,2015,11945,39.5,7269,6661,54.08,2441,51
Jharkhand ,Automobile,2021,39751,22,14150,9990,78.64,3878,3253
Telangana,Electronics,2024,24893,11.38,3835,483,38.03,10579,510
Andhra Pradesh,IT,2016,31034,33.21,12201,6561,37.2,9914,20643
Telangana,Energy,2016,3634,92.1,8377,4413,37.86,11594,11646
Maharashtra,Textile,2023,44254,21.76,9578,2004,75.77,14357,7196
Uttarakhand,Mining,2016,19285,14.92,22895,7846,53.89,1966,19447
Goa,Energy,2023,12306,42.33,13820,8399,91.09,12032,
Tamil Nadu,Textile,2024,3727,23.02,nan,750,83.37,495,9595
Uttar Pradesh,Textile,2018,,35.72,23074,3067,14.66,4765,14198
Andhra Pradesh,Chemical,2021,47310,85.44,13596,6915,38.2,13685,10023
Assam,Mining,,1990,53.02,9895,642,83.58,12553,20019
Punjab,IT,2023,1098,62.98,29192,4087,64.4,8745,18699
Karnataka,Energy,2015,25302,84.87,12225,5513,53.92,9746,5358
Odisha,Energy,2025,45318,77.64,20758,3436,19.04,3537,225
Punjab,Textile,2018,37860,73.75,24657,7930,60.68,12233,
Goa,Energy,2018,,53.48,Unknown,9316,36.81,19608,10314
Jharkhand,Chemical,2016,35492,63.46,9238,1182,16.42,13493,3584
Kerala,Textile,2024,23525,9.83,19020,2831,38.65,9290,7638
Telangana,Electronics,2018,48683,27.82,7821,4907,93.44,19626,17458
Andhra Pradesh,IT,2016,43642,73.59,24029,4078,42.16,19126,8643
Bihar,IT,2018,29642,14.82,27776,8200,,13082,11301
Karnataka,Pharmaceutical,2019,41420,48.14,16801,8986,33.83,4973,2316
Andhra Pradesh,Mining,2024,30775,30.24,20860,3534,20.1,815,17251
Gujarat,Pharmaceutical,2021,,43.2,4722,9196,58.81,16289,16998
Odisha,IT,2018,17460,74.52,nan,999,13.65,13379,18414
Karnataka,IT,2024,31484,98,9918,2462,19.17,2260,17348
Gujarat,Energy,2019,1406,88.01,16504,1819,73.44,8579,2489
Tamil Nadu,Textile,2021,15490,5.04,22351,4881,79.35,2697,364
Assam,Food Processing,2016,29566,64.83,29103,2132,64.02,8112,20907
Goa,IT,2023,,87.65,20745,5058,23.7,19295,4681
Odisha,Food Processing,2025,17322,65.93,13970,7735,83.87,867,3504
Tamil Nadu,Chemical,2015,7310,25.61,353,1482,50.88,14801,23079
Kerala,Pharmaceutical,2024,11119,55.47,29686,2642,60.75,4151,14581
Bihar,Chemical,2018,21613,19.89,18297,8898,50.34,11545,16289
Uttar Pradesh,Textile,2023,29640,42.32,909,8475,68.81,10092,8090
Goa,Textile,2016,22839,98.17,19256,5302,49.56,15800,5745
Odisha,Energy,2023,11255,63.98,4388,8122,72.35,17262,12827
Haryana,Food Processing,2021,36392,,9639,6694,39.1,19955,12277
Tamil Nadu,Mining,2024,29817,21.87,20255,8165,67.81,10965,18906
Punjab,Chemical,2018,39548,15.54,17259,9932,23.15,15249,18018
Odisha,Mining,2023,19406,67.38,29323,5374,34.52,15447,929
West Bengal,Mining,2021,9564,61.24,28444,9035,12.2,11968,22631
Madhya Pradesh,IT,2024,36645,58.24,27131,2065,32.62,4108,2164
Madhya Pradesh,Electronics,2018,3546,30.71,16738,5440,63.16,19749,12389
Uttar Pradesh ,Pharmaceutical,2024,42680,85.1,8127,6957,82.47,2048,1713
Jharkhand,Mining,2019,1788,34.5,8775,1673,74.73,988,2675
Madhya Pradesh,Chemical,2021,39810,70.05,24895,8487,22.24,7646,22563
Punjab,Energy,2025,3686,10.02,22125,,21.92,6683,19918
Uttar Pradesh,Food Processing,2023,45220,37.34,7662,3171,65.3,13106,10107
Chhattisgarh,Steel,2018,30485,51.36,12628,9741,19.96,7073,5041
Andhra Pradesh,Mining,2023,23697,9.15,9022,9768,48.29,15838,15084
Madhya Pradesh,Electronics,2019,7604,22.98,6178,6244,18.15,16644,19254
Goa,Pharmaceutical,2015,9608,97.18,14345,8044,46.32,5069,3696
Uttarakhand,Electronics,2023,29280,78.67,28805,4457,82.8,7572,15508
Uttar Pradesh,Steel,2015,13162,36.14,24896,6884,35.49,2267,22764
Goa,Textile,2022,10762,45.15,2230,1677,65.89,10837,14045
Haryana,IT,2023,,77.02,21595,8275,22.48,19921,227
Gujarat,,2021,11716,41.13,16547,83,60.63,14850,
Goa,Chemical,2021,34178,13.52,16008,7166,89.09,7914,3046
Uttar Pradesh,Automobile,2016,46338,,16994,4506,48.19,5758,12768
Maharashtra,Mining,2017,47140,78.33,17334,3460,74.94,13368,5432
Chhattisgarh,Food Processing,2017,24492,40.18,14168,2759,42.28,2013,2234
Tamil Nadu,Mining,,31834,72.07,27607,9997,81.32,12631,19680
Telangana,Mining,2019,10094,88.77,21024,6553,87.84,18978,6571
Assam,IT,,44040,98.17,20532,2908,66.63,6747,7922
Tamil Nadu,Chemical,2015,16095,76.35,4705,1434,38.25,15829,3673
Kerala,Steel,2023,16632,5.91,8567,2020,,7922,17699
West Bengal,Pharmaceutical,2023,20809,36.37,nan,7307,47.15,7065,18358
Andhra Pradesh,Steel,2021,18298,1.93,2873,6125,85.55,5328,5891
Assam,Food Processing,2024,15020,79.21,26373,7269,74.84,7063,23256
Madhya Pradesh,Mining,2017,28347,36.74,17177,4266,36.37,4289,22787
Kerala,Electronics,2016,47202,96.89,25827,5938,14.76,10865,9540
Haryana,Mining,2024,43530,61.68,10999,9363,49.31,10469,271
Kerala,Automobile,2019,40670,15.08,10148,3091,19.23,8708,2769
Telangana,Textile,2017,25392,57.59,15661,5364,50.56,19847,21025
Goa,Steel,2022,1184,21.3,Unknown,3367,32.93,370,4620
Gujarat,Pharmaceutical,2017,37132,27.96,8942,8732,48.24,16726,24085
Assam,Automobile,2019,22537,86.4,5118,2313,61.34,6881,1283
Rajasthan,Automobile,2017,7298,64.21,18271,876,33.17,7115,4641
West Bengal,Textile,2021,21630,42.55,1185,1406,18.03,14912,17659
nan,Electronics,2021,24887,38.05,21988,1112,31.72,6831,19716
Assam,Steel,2025,41026,37.26,23036,4875,60.76,1207,20090
Haryana,Electronics,2019,42673,24.93,29848,5190,77.54,5946,17517
Uttar Pradesh,Pharmaceutical,2023,40548,36.43,12055,3469,30.1,5148,10917
Uttar Pradesh,Textile,2021,31953,47.19,22690,7129,63.53,10361,2751
Assam,Steel,2025,42393,12.31,28939,7848,43.96,16792,23384
Karnataka,Energy,2017,19059,92.17,21669,4414,26.24,13393,20975
Punjab,Automobile,2016,49874,34.7,8987,2255,72.32,15400,1235
Andhra Pradesh,Mining,2024,28368,39.44,18344,9200,20.26,5580,5642
Uttarakhand,Energy,2021,40525,78.21,551,552,71.92,19574,9831
Gujarat,Pharmaceutical,2015,,98.06,742,4076,45.26,19248,4920
Madhya Pradesh,Textile,2024,22931,14.12,8791,9030,44.61,3054,8306
Tamil Nadu,Electronics,2015,12848,91.82,22740,4000,61.22,2658,11223
Madhya Pradesh,Chemical,2017,,63.25,24945,5040,59.84,961,4513
Uttarakhand,Electronics,2023,2352,68.47,26172,5494,78.96,3677,
Rajasthan,Electronics,2015,10668,28,12124,6402,30.96,4536,21807
Tamil Nadu,Automobile,2020,39326,69.83,21263,1665,39.31,1534,2153
Maharashtra,Textile,2021,40405,66.01,8577,2674,90.8,12065,13670
Maharashtra,Pharmaceutical,2021,7358,39.25,8014,2780,10.42,11137,22400
Rajasthan,Chemical,2021,7394,6.31,1910,9526,45.62,16758,24037
Andhra Pradesh,Food Processing,2024,15102,83.69,11320,564,45.18,18061,21151
Jharkhand,Electronics,2019,24115,20.78,23879,8138,73.42,10345,9882
West Bengal,Textile,2020,24590,26.44,17811,7698,,2026,14271
West Bengal,Food Processing,2018,1977,9.23,nan,8855,89.62,11570,23249
Kerala,IT,2023,31359,10.89,23992,8372,76.72,15625,18317
Telangana,Mining,2023,8146,25.81,10985,4791,35.6,12812,6376
West Bengal,Mining,2024,10692,22.36,1019,5188,56.86,6679,24907
Goa,Food Processing,2023,28342,1.65,25096,4870,78.05,2786,12650
Karnataka,IT,2017,48559,45.17,11154,5499,43.8,10377,1069
Tamil Nadu ,Pharmaceutical,2021,18346,48.09,591,6501,75.27,17972,18658
Tamil Nadu,Mining,2017,18973,98.79,29139,4516,23.01,11485,15134
Uttar Pradesh,IT,2023,23651,71.02,26064,6500,41.02,2097,6722
nan,Automobile,2017,43006,43.24,nan,8206,77.73,10800,21519
Uttarakhand ,Steel,2025,41499,55.2,22408,9665,68.6,5052,1055
Jharkhand,Steel,2018,30877,18.86,11210,3842,16.14,8076,15974
Chhattisgarh,Automobile,2021,23311,57.76,10790,628,62.72,1118,24318
Gujarat,Electronics,2020,28156,59.2,18223,5193,65.16,9995,6612
Tamil Nadu,IT,2017,49157,38.32,12415,5605,18.17,421,24114
Maharashtra,Chemical,2018,651,34.11,24136,6673,66.35,3261,958
Odisha,IT,2025,2056,67.06,8948,3792,57.43,9396,10098
Bihar,Textile,2016,16523,66.17,7179,2744,71.03,4741,2794
West Bengal,Automobile,2018,9151,60.06,8927,4941,51.55,3719,3275
Bihar,Electronics,2019,26749,18.09,8319,866,77.27,7909,17358
Gujarat,Electronics,2016,21200,85.54,20531,3433,17.32,9536,16677
Kerala,Mining,2021,29110,37.64,22878,363,13.92,5198,23952
Punjab,Pharmaceutical,2021,2043,75.88,3890,6161,86.83,18773,139
Jharkhand,Chemical,2017,2562,,5636,7745,43.19,671,7088
Maharashtra,Automobile,2015,8817,40.95,4115,6018,53.53,15084,7196
